id,song,artist,tonality,capo,chords
1187026,Skyfall,Adele,Cm,3,"Am,F,D,Dm,E,Am,F,D,Dm,Am,F,D,Dm,Am,F,D,Dm,E,Am,F,D,Dm,Am,F,D,Dm,Am,F,D,Dm,E,Am,F,D,Bm7b5,Esus,E,Am,F,D,Bm7b5,Esus,E,Am,F,D,Dm,Am,F,D,Dm,Am,F,D,Dm,Am,F,D,Dm,Am,F,D,Dm,E,Am,F,D,Bm7b5,Esus,E,Am,F,D,Bm7b5,Esus,E,Am,Am,D,Am,F,D,Bb7b5,E,Am,F,D,Bm7b5,Esus,E,Am,F,D,Bm7b5,Esus,E,Am,F,D,Bm7b5,Esus,E,Am,F,D"
1187569,I Knew You Were Trouble,Taylor Swift,,4,"D,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,D,Bm,Bm,G,A,D,A,Bm,Bm,G,A,D,A,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,G,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,Bm,G,A,D,A,Bm,Bm,G,A,D,A,G,Bm,G,A,A,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,Bm,G,A,D,A,Bm,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,D,A"
1188101,Locked Out Of Heaven,Bruno Mars,,0,"C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,F,Gm,F,A,Bb,Gm,F,C,Bb,Gm,F,C,C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,F,A,Bb,Gm,F,C,Bb,Gm,F,C,Bb,Gm,F,C,Bb,Gm,F,C,Bb,Gm,F,C,Bb,Gm,F,C,C,Dm,C,Bb,F,Gm,C,Dm,C,Bb,F,Gm,C,Dm"
1189502,Everything Has Changed,Taylor Swift,D,4,"D,Dsus4,D,Dsus4,D,Bm,G,A,D,Bm,G,A,D,Em7,G,Bm,A,D,Em7,G,Bm,A,D,Bm,A,G,D,Bm,A,G,D,Dsus4,D,Dsus4,D,Bm,G,A,D,Bm,G,A,D,Em7,G,Bm,A,D,Em7,G,Bm,A,D,Bm,A,G,D,Bm,A,G,Bm,G,D,A,Bm,G,D,A,D,Em7,G,Bm,A,D,Bm,A,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,G"
1189512,22,Taylor Swift,,0,"G,Dsus4,Cadd9,Dsus4,G,Dsus4,Cadd9,Dsus4,G,Dsus4,Cadd9,Dsus4,G,Dsus4,Cadd9,Dsus4,G,Dsus4,Cadd9,Dsus4,Cadd9,Dsus4,G,Cadd9,Dsus4,G,Cadd9,Dsus4,G,G,Cadd9,Dsus4,Dsus4,G,Dsus4,G,Cadd9,Dsus4,G,Dsus4,Cadd9,Dsus4,G,Dsus4,Cadd9,Dsus4,G,Dsus4,Cadd9,Dsus4,G,Dsus4,Cadd9,Dsus4,Cadd9,Dsus4,G,Cadd9,Dsus4,G,Cadd9,Dsus4,G,Cadd9,G,Cadd9,Dsus4,Dsus4,G,Dsus4,G,Cadd9,Dsus4,G,Cadd9,Dsus4,G,Dsus4,Cadd9,G,Cadd9,Dsus4,G,Dsus4,Cadd9,G,G,G,G,G,G,Cadd9,Dsus4,Dsus4,G,Dsus4,G,Cadd9,Dsus4,G,Cadd9,Dsus4,G,Dsus4,Cadd9,G,Cadd9,Dsus4,G,Dsus4,Cadd9"
1189554,All Too Well,Taylor Swift,C,0,"C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,G,F,G,Am,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,G,F,G,Am,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F"
1190541,La Vie En Rose,Louis Armstrong,D,0,"D,D,D,D,F#m7,F#m7,G,G,Em7,A7,Em,Em,A7,A7,Em,Em7,G,D,Em7,A7,D,D,F#m7,F#m7,Em,Em,G,G,A7,A7,Em,D,D,Em,Em,F#m7,D,D,F#m7,F#m7,G,A7,Em7,D,F#m7,Em7,A7,D,D,F#m7,F#m7,G,A7,Em,D,D"
1191790,Little Things,One Direction,G,0,"G,C,Em,D,C,D,G,G,G,C,C,Em,D,C,D,G,G,G,C,C,Em,D,C,D,G,Am,C,Em,D,Am,C,Em,D,C,G,G,G,C,C,Em,D,C,D,G,G,G,C,C,Em,D,C,D,G,Am,C,Em,D,Am,C,Em,D,C,Am,C,Em,D,Am,C,G,D,Am,C,G,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,C,Am,C,Em,D,Am,C,Em,D,C,G"
1191900,How Deep Is Your Love,Bee Gees,Eb,1,"D,Dmaj7,Gmaj7,D,Dmaj7,Gmaj7,D,F#m7,G6,B7,Em7,F#7,A7,D,F#m7,Bm7,Em7,A7,Gmaj7,F#m7,Em7,C9,F#m7,D,Dmaj7,Gmaj7,Gm6,D,Am6,B7,Em7,Gm6,D,F#m7,G6,B7,Em7,F#7,A7,D,F#m7,Bm7,Em7,A7,Gmaj7,F#m7,Em7,C9,F#m7,D,Dmaj7,Gmaj7,Gm6,D,Am6,B7,Em7,Gm6,D,D,F#m7,G6,B7,Em7,F#7,A7,D,F#m7,Bm7,Em7,A7,Gmaj7,F#m7,Em7,C9,F#m7,D,Dmaj7,Gmaj7,Gm6,D,Am6,B7,Em7,Gm6,D,D,F#m7,D,Dmaj7,Gmaj7,Gm6,D,Am6,B7,Em7,Gm6,D,D,Dmaj7,Gmaj7,Gm6,D,Am6,B7,Em7,Gm6,D"
1195964,Stay,Rihanna,C,0,"C,Dm,Am,Am,Am,C,Dm,Am,Am,Am,C,Dm,Am,Am,Am,C,Dm,Am,Am,Am,C,Dm,Am,Am,Am,C,Dm,Am,Am,Am,F,Dm,Am,F,Dm,G,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,Am,Am,C,Dm,Am,Am,Am,C,Dm,Am,Am,Am,F,Dm,Am,Am,F,Dm,G,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,Am,Am,F,Am,Dm,Em,F,Am,Dm,Dm,F,Am,Dm,F,G,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,F,C,Dm,Am,F"
1196414,Girl On Fire,Alicia Keys,,2,"G,Em,C,D,G,Em,C,G,C,D,G,Em,Bm,D,G,Em,Bm,D,G,Em,Bm,D,G,Em,Bm,D,G,Em,C,D,G,Em,C,G,C,D,G,Em,Bm,D,G,Em,Bm,D,G,Em,Bm,D,G,Em,Bm,D,C,D,C,D,G,Em,Bm,C,G,C,D,G,Em,Bm,D,G,Em,Bm,D,G,Em,C,D,G,Em,Bm,D,G,Em,C,D,G,Em,Bm,D,G,Em"
1196609,Wonderwall,Oasis,,0,"Em7,G,Dsus4,A7sus4,Cadd9,Gsus2,Em11,Dadd4/F#,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Cadd9,Dsus4,A7sus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Cadd9,Dsus4,Em7,Em7,Cadd9,Dsus4,Em7,Em7,Cadd9,Dsus4,Gsus2,Dadd4/F#,Em7,Dsus4,A7sus4,A7sus4,A7sus4,A7sus4,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,Gsus2,Dadd4/F#,Em7,Em11,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Cadd9,Dsus4,Em7,Em7,Cadd9,Dsus4,Em7,Em7,Cadd9,Dsus4,Gsus2,Dadd4/F#,Em7,Dsus4,A7sus4,A7sus4,A7sus4,A7sus4,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,Gsus2,Dadd4/F#,Em7"
1196639,Magkabilang Mundo,Jireh Lim,,0,"G,Em7,C9,Cm,G,Em7,C9,Cm,G,Em7,C9,Cm,G,Em7,C9,Cm,G,Dsus4,Em7,C9,Dsus4,G,Dsus4,Em7,C9,Am,C9,G,Em7,C9,Dsus4,G,Em7,C9,Cm,G,Em7,C9,Cm,G,Dsus4,Em7,C9,Dsus4,G,Dsus4,Em7,C9,Am,C9"
1196760,Let Her Go,Passenger,G,0,"C,D,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,Em,C,D,Bm,Em,C,D,Dsus4,D,Em,C,D,Bm,Em,C,D,Dsus4,D,Em,C,D,Bm,Em,C,D,Dsus4,D,C,G,D,Em,C,G,D,Dsus4,D,C,G,D,Em,C,G,D,Dsus4,D,Em,C,D,Bm,Em,C,D,Dsus4,D,Em,C,D,Bm,Em,C,D,Dsus4,D,C,G,D,Em,C,G,D,Dsus4,D,C,G,D,Em,C,G,D,Dsus4,D,Em,C,D,Dsus4,D,Em,C,D,Dsus4,D,Em,C,D,Em,C,D,Dsus4,D,C,G,D,Em,C,G,D,Dsus4,D,C,G,D,Em,C,G,D,Dsus4,D,C,G,D,Em,C,G,D"
1196902,The A Team,Ed Sheeran,A,2,"G,D/F#,Em,C,G,G,D/F#,Em,C,G,G,D,Em,C,G,Am,Cadd9,G,D,Am,Cadd9,G,D,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D,Em,C,G,Em,C,G,G,D,Em,C,G,G,D,Em,C,G,Am,Cadd9,G,D,Am,Cadd9,G,D,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D,Am,C,Em,G,Am,C,Em,C,G,Em,C,G,Am,Cadd9,G,D,Am,Cadd9,G,D,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D,Em,C,G,Em,C,G,Em,C,G,Em,C,G,D,G"
1198040,Let Her Go,Passenger,,7,"F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,Am,F,G,Em,Am,F,G,Am,F,G,Em,Am,F,G,Am,F,G,Em,Am,F,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,Am,F,G,Em,Am,F,G,Am,F,G,Em,Am,F,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,Am,F,G,Am,F,G,Am,F,G,Em,Am,F,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,F,C,G,Am,F,C,G"
1198871,When I Was Your Man,Bruno Mars,C,0,"D7,Dm,C,D7,Dm,C,Am,C,Dm,G,G7,C,Am,C,Dm,G,C,Am,Em,Bb,G,F,G,C,F,G,C,F,G,Am,D7,F,Fm,C,F,C,Am,C,Dm,G,G7,C,Am,C,Dm,G,C,Am,Em,Bb,G,F,G,C,F,G,C,F,G,Am,D7,F,Fm,C,F,G,C,Am,D7,Dm,G,F,G,C,F,G,C,F,G,Am,D7,F,Fm,C,D7,F,Fm,C"
1198980,Another Love,Tom Odell,Em,0,"C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,G,Em,Bm,C,G,Em,Bm,C,G,Em,Bm,C,G,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,G,Em,Bm,C,G,Em,Bm,C,G,Em,Bm,C,G,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,Em,C,Em,Bm,C,G,Em,Bm,C,G,Em,Bm,C,G,Em,Bm,C,G,Em,Bm"
1199944,Impossible,James Arthur,Em,0,"Em,G,D,C,C,D,Em,D,Em,G,D,C,Em,G,D,C,C,D,Em,Em,D,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,C,D,Em,D,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C"
1201071,Silent Night,Misc Christmas,G,0,"G,D,D7,G,G7,C,G,C,G,D,D7,G,Em,G,D,G,G,D,D7,G,G7,C,G,C,G,D,D7,G,Em,G,D,G,G,D,D7,G,G7,C,G,C,G,D,D7,G,Em,G,D,G"
1213220,High Hopes,Kodaline,C,4,"C,Am,F,C,E7,Am,G,F,C,E7,Am,G,F,G,C,Am,F,C,E7,Am,G,F,C,E7,Am,G,F,G,F,C,G,Am,G,F,C,E7,Am,G,F,C,E7,Am,G,F,G,C,Am,F,C,E7,Am,G,F,G,C,Am,F,C,E7,Am,G,F,C,E7,Am,G,F,G,F,C,G,Am,G,F,C,E7,Am,G,F,C,E7,Am,G,F,G,F,G,C,Am,F,C,E7,Am,G,F,G,F,C,G,Am,G,F,C,E7,Am,G,F,C,E7,Am,G,F,G,F,G,F,G,F,G,C,Am,F,G,C"
1215756,Wagon Wheel,Darius Rucker,G,2,"G,D,Em,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C"
1218087,Mirrors,Justin Timberlake,,1,"Bm,D,A,G,Em,F#m,Bbdim,D,A,G,D,A,G,D,A,Em,Bm,D,A,G,Bm,F#m,Em,G,Bm,F#m,Em,Bbdim,Bm,F#m,Em,G,Bm,F#m,Em,Bbdim,Bm,F#m,Em,G,Bm,F#m,Em,D,A,G,D,A,G,D,A,Em,Bm,D,A,G,D,A,G,D,A,G,D,A,Em,Bm,D,A,G,Bbdim,Bm,F#m,Em,G,Bm,F#m,Em,Bbdim,Bm,F#m,Em,G,Bm,F#m,Em,Bbdim,Bm,F#m,Em,G,Bm,F#m,Em,D,A,G,D,A,G,D,A,Em,Bm,D,A,G,D,A,G,D,A,G,D,A,Em,Bm,D,A,G,Em,Bm,Em,Bm,A,Em,Bm,G,D,D,A,G,D,A,G,D,A,Em,Bm,D,A,G,Bm,F#m,Em,Bm,Bm,F#m,Em,Bm,F#m,Em,Bm,Bm,F#m,Em,Bm,F#m,Em,Bm,Bm,F#m,Em,Bm,Bm,F#m,Em,Bm,Bm,F#m,Em,Bm,Bm,F#m,Em,Bm,Bm,F#m,Em,Bm,Bm,F#m,Em,Bm,Bm,F#m,Em,Bm,Bm,F#m,Em,Bm,Bm,F#m,Em,Bm"
1218238,Oceans Where Feet May Fail,Hillsong United,Bm,0,"Bm,A/C#,D,A,G,Bm,A/C#,D,A,G,Bm,A/C#,D,A,G,G,D,A,G,D,A,G,D,A,G,A,Bm,Bm,A/C#,D,A,Bm,A/C#,D,A,G,Bm,A/C#,D,A,G,G,D,A,G,D,A,G,D,A,G,A,Bm,Bm,A/C#,D,A,Bm,A/C#,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,D,A,Em,G,D,A,Em,Bm,A/C#,D,A,Em,Bm,A/C#,D,A,Em,Bm,A/C#,D,A,Em,Bm,A/C#,D,A,Em,G,D,A,G,D,A,G,D,A,G,A,Bm,A/C#,D,A,G,Bm,A/C#,D"
1227805,Pompeii,Bastille,F#m,2,"C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,D,C,G,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,D,C,G,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,D,C,G,D,C,G,Em,D,C,G,Em,D"
1231873,Still Into You,Paramore,F,5,"C,C,Am,Am,C,C,Am,Am,F,G,C,F,G,C,F,G,C,F,G,Am,C,F,G,C,C,C,Am,Am,C,C,Am,Am,F,G,C,F,G,C,F,G,C,F,G,Am,C,F,G,C,C,C,Am,G,C,C,Am,G,C,C,Am,G,C,C,Am,G,F,G,C,F,G,C,F,G,C,F,G,C,F,G,Am,C,F,G,Am,G,F,G,C"
1233464,Counting Stars,OneRepublic,Am,4,"Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,Dm,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F"
1237247,Riptide,Vance Joy,Bbm,1,"Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,C,Am,G,C,Fmaj7,Am,G,C,Fmaj7,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C"
1237978,Sweater Weather,The Neighbourhood,C,3,"C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,D,Am,G,D,Am,G,D,Am,G,D,Am,G,D,Am,G,D,Am,G,D,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C"
1239950,Get Lucky,Daft Punk,Bm,2,"Am,C,Em,D,Am,C,Em,D,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D"
1240260,Get Lucky,Daft Punk,,0,"Bm,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E,Bm,D,F#m,E"
1240872,The One That Got Away,Katy Perry,E,4,"C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,F,C,Em,Am,F,G,Am,Dm,G,Am,Dm,G,Am,Dm,G,C,Em,Am,F,C,Em,Am,F,F,C,Em,Am,F,C,Em,Am,F,F"
1243327,Stolen Dance,Milky Chance,G#m,0,"G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,G#m,F#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,G#m,F#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,G#m,F#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#"
1244521,Tum Hi Ho,Arijit Singh,Fm,1,"Em,C,D,B7,C,Em,C,D,B7,C,Em,C,D,B7,C,Em,Am,D,Bm,C,Em,Am,D,Bm,C,Em,Bm,Am,Em,Em,C,D,B7,C,Em,C,D,B7,C,D,G,B7,C,D,Em,Am,D,Bm,C,Em,Am,D,Bm,C,Em,Bm,Am,Em,C,Bm,C,Bm,Am,Em,Am,Em,D,G,B7,C,D,Em,Am,D,Bm,C,Em,Am,D,Bm,C,Em,Am,D,Bm,C,Em,Am,D,Bm,C"
1248578,All Of Me,John Legend,Em,1,"Em,C,G,D,Em,Cmaj7,G,D,Em,C,G,D,Em,Cmaj7,G,D,Em,Cadd9,G,D,Amadd9,Am,G,D,Amadd9,G,D,G,Emadd9,D,G,Emadd9,D,Em,C,G,Dadd9,Em,C,G,Dadd9,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Am,Am,G,D,Amadd9,G,D,G,Emadd9,D,G,Emadd9,D,Em,C,G,Dadd9,Em,C,G,Dadd9,Am,G,D,Amadd9,Am,G,D,G,Emadd9,D,G,Emadd9,D,Em,C,G,Dadd9,Em,C,G,Dadd9,Em,C,G,D,Em,C,G,D"
1252037,We Cant Stop,Miley Cyrus,E,4,"C,Em,Am,F,C,Em,Am,F,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C"
1397194,Wake Me Up,Avicii,Bm,0,"Bm,G,D,A,Bm,G,D,A,F#,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A"
1397339,Wake Me Up,Avicii,Bm,0,"Bm,G,D,A,Bm,G,D,F#,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,A,Bm,G,D,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm"
1398358,Christ Is Enough,Hillsong Live,,4,"Em,C,G,D/F#,Em,C,G,D/F#,C,D,Em,D/F#,C,Em,D,G,Em,D,C,D,Em,C,D,Em,C,G,D/F#,Em,C,G,D/F#,C,D,Em,D/F#,C,Em,D,G,C,D,G,C,D,G,Em,C,D,Em,C,Em,D,Em,C,D,Em,C,D,G,Em,C,D,Em,C,Em,D,Em,C,D,Em,C,D,G,G,C,Em,D,G,C,D,G"
1399397,Lay Me Down,Sam Smith,E,0,"E,Aadd9,E,Aadd9,F#m,A,C#m,B,F#m,A,E,E,C#m,F#m,A,E,C#m,F#m,A,E,E,A,E,A,F#m,A,C#m,B,F#m,A,E,B/D#,C#m,F#m,A,E,C#m,F#m,A,F#m,F#m,A,D,B7sus2,F#m,A,D,B7sus2,F#m,A,D,B7sus2,F#m,A,D,B7sus2,F#m,A,D,B7sus2,E,C#m,F#m,A,E"
1401417,Great Are You Lord,All Sons & Daughters,A,0,"D,F#m,E,D,F#m,E,D,F#m,E,D,F#m,E,D,F#m,E,D,F#m,E,D,F#m,E,A,Asus,D2,A,A,Asus,D2,A,D,F#m,E"
1410981,Roar,Katy Perry,,3,"Gsus2,G,G,Gsus2,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Gsus2,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,D,D,D,D,D,D,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G"
